"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
"27",0.004751901,0.006757392,0.1328803,0.7683397,0.05560575,0.1034922,0.08602199,0.104015,0.8857042,0.1984497,0.336986,0.01396426,0.03182095,0.2514968,0.6612389,0.2963514,0.01782982,0.346992,0.296311,0.9206652,0.004830983,0.04419346,0.7203706,0.01360158,0.2157992,0.4996813,1,0.2080129,0.1168945,0.02825158,0.3887542,0.4995355,0.2104121,0.03109545,0.8544859,0.04224195,0.09076059,0.002178083,0.3387616,0.566379,0.6054401,0.04755343,0.02805538,0.1294003,0.02511567,0.8057967,0.02496914,0.07022482,0.5035892,0.960679,0.04603503,0.6327602,0.155572,0.8749884,0.596951,0.592692,0.2444678,0.4214374,0.9227912,0.8268876,0.8013781,0.7797408,0.1410018,0.1561566,0.243144,0.240921,0.02007307,0.1261806,0.3427073,0.2931704,0.1429932,0.8776455,0.9891003,0.1585125,0.1543948,0.007444706,0.4081555,0.2418069,0.2898864,0.9633026,0.08723124,0.2863384,0.8528596,0.4451377,0.8584327,0.7243947,0.6886967,0.07065374,0.713801,0.6884179,0.9286921,0.7662278,0.09162367,0.8879918,0.5542255,0.2250883,0.2753621,0.1979034,0.2234197,0.4645276,0.8179391,0.409396,0.055794,0.1009744,0.5372667,0.02823166,0.7577337,0.9161373,0.6981888,0.0976607,0.7751222,0.07516678,0.05675101,0.06284244,0.04330915,0.1738275,0.4358769,0.3882801,0.08159538,0.9910492,0.8415236,0.2915688,0.605198,0.4598756,0.07352349,0.598629,0.9976257,0.03533445,0.3172551,0.3293651
"28",0.1572732,0.8542617,0.5428285,0.1803088,0.1065471,0.04555383,0.004379301,0.005589769,0.5597965,0.001006605,0.1259289,0.3568241,1.238754e-08,0.1828874,0.168042,3.216461e-07,0.01622658,0.000435979,0.0003251554,0.05335682,0.0006455766,0.8129947,0.2755824,0.618811,0.1049058,4.440892e-16,0.05881098,1,5.711804e-06,2.564103e-06,0.00570239,0.1373842,0.006181011,0.001514712,7.020788e-06,0.08992317,0.02099555,0.0006740712,9.551421e-05,0.7919009,0.03383232,0.01625759,0.197388,0.1550029,5.034989e-05,0.03319928,0.05344372,1.191766e-10,0.1732295,0.002395639,3.468212e-06,0.00120122,0.2437315,0.4009935,0.6863857,0.5195671,0.3628478,0.4950613,0.06983664,0.8278126,0.02858872,0.1099299,0.001194015,3.956796e-05,0.5246471,0.0004806031,5.868806e-08,0.002318443,0.0003489694,0.2890436,0.328319,0.009201754,0.2731981,0.02353296,0.0202929,0.09044537,0.3470099,0.8699189,0.3766598,0.7057204,0.02387831,5.666011e-05,0.7742521,0.0115425,0.0005471109,0.5715315,0.001250798,0.05168888,0.005936765,0.02530135,0.7144499,0.005571798,1.801483e-05,0.4855279,0.9783042,0.6326988,0.6833014,0.1635963,0.5028465,0.1916014,0.5263461,0.05893893,0.06314876,0.09275291,0.6284773,1.601937e-05,0.538103,0.1590113,0.009018097,0.0002998839,0.004692635,0.5064,0.1280662,0.1815204,0.107924,0.06635395,0.1206087,0.6762677,0.9591476,0.766649,0.2052991,0.909228,0.03713735,0.05275115,0.04805342,0.07996105,0.5101211,0.08006297,0.04295876,0.009937228
"29",0.7264635,0.1071709,0.3593111,0.125599,0.1094142,0.1364036,0.2564214,0.06361797,0.2720176,0.0001026802,0.0006301793,0.1107662,0.2494387,0.0440736,1.619815e-13,9.515514e-08,3.059607e-07,9.847683e-10,6.811626e-06,0.0003045331,1.914492e-07,0.4020888,0.02527497,0.3318009,0.02499524,0.0007018287,0.00222994,0.0001275302,1,0.0008314895,2.871462e-06,0.02226483,0.00572274,2.740458e-05,5.661902e-05,0.008830994,0.4858045,0.02881116,1.165734e-14,0.5879934,0.1658787,1.230758e-07,0.008257914,0.000332145,3.575822e-05,0.001958482,0.2603186,1.175576e-08,0.05671207,1.963617e-06,7.826774e-05,0.2541472,0.508764,0.1515776,0.1278486,0.2138939,0.3905328,0.02456189,0.2503797,0.3598789,0.002099251,0.02324786,2.432099e-05,0.002539867,0.3600327,8.963982e-05,0.2401715,0.0001241441,0.0003948045,0.2379909,0.02624958,0.009508495,0.4404005,0.0004194385,0.322869,0.2132168,0.6601693,0.0108785,0.2039361,0.4623398,0.005167311,1.141268e-06,0.1875894,0.0002684771,0.1521985,0.673238,4.455558e-08,0.006378447,0.002525664,0.009454295,2.614455e-07,3.595761e-06,6.759244e-07,0.08575374,0.7216046,0.2004521,0.002569467,0.001030928,0.6106978,0.8272542,0.3994776,8.249237e-05,0.01066264,0.9330836,0.07521874,0.02217587,0.9049047,0.1286,1.997755e-08,0.007728224,1.112574e-07,0.2011802,0.1551999,0.01053207,0.01186896,0.00156951,0.03581438,0.1179465,0.9176823,0.1034121,0.5763385,0.6950794,0.9875609,0.002815834,0.01120301,0.002388868,0.1896426,0.04114964,0.9502368,0.005761986
"30",0.6180447,0.116198,0.526151,0.7136842,0.310081,0.1019258,0.0467106,0.1627929,0.4247105,0.04979341,0.3347067,0.04386232,0.003061363,0.4529728,0.01795687,1.000236e-05,0.3092615,0.0002025637,0.001105165,0.0001347966,0.02154922,0.132126,0.2373028,8.433877e-06,0.0004596078,1.475604e-06,0.1422289,4.706122e-05,0.007564143,1,3.076715e-07,0.5026993,4.635898e-10,2.539012e-06,6.687353e-07,0.09407052,0.04870927,0.0002120359,2.685829e-11,0.03910331,0.2865907,0.001285662,0.02743546,0.002032431,3.940963e-07,0.0004373753,0.7373253,1.333572e-10,0.7013837,0.0003372089,3.198841e-06,0.2482223,0.6714189,0.06560691,0.3647804,0.01372314,0.05007882,0.6256331,0.06879175,0.856135,0.179703,0.1950627,0.01331563,0.005687917,0.001700362,2.367587e-05,0.2878237,0.4225445,0.03198693,0.1976325,0.001662812,0.06239369,0.3423855,0.006836308,0.5974574,0.104516,0.1924003,0.6256252,0.3195165,0.9636606,0.4311652,1.571878e-05,0.4755654,0.0009940092,0.004030372,0.9171136,2.623915e-09,2.635089e-05,1.484419e-05,4.760209e-05,0.6004879,0.001853118,6.215943e-06,0.4991614,0.7807633,0.153752,0.5259591,0.9201728,0.5496257,0.2806479,0.6432161,0.4091377,0.02745961,0.5036014,0.1020512,0.5097774,0.4684177,0.1149011,4.043834e-05,0.03076238,0.002291704,0.4100909,0.004432195,0.09309657,0.001011673,0.02315308,0.1016357,0.9284904,0.8784974,0.5827171,0.5449276,0.4536314,0.07358697,0.03117511,0.3743647,0.1010961,0.3742687,0.0005405654,0.1352767,0.5286222
"31",0.3489347,0.0130346,0.7358647,0.8117705,0.1934417,0.6173555,0.3853557,0.02147308,0.4733188,5.343159e-05,0.6599094,0.05098068,0.03367717,0.1173971,3.469938e-07,2.953059e-06,2.349773e-06,0.0001534844,0.0008633549,0.04811582,0.001194162,0.9514244,0.02209767,0.003478271,0.03667427,0.1157308,0.004705882,0.01976337,0.03610236,3.421859e-06,1,0.4650076,2.729971e-05,8.197296e-09,1.827427e-13,0.6916373,0.2272326,9.501323e-05,3.124437e-10,0.1752906,0.1201421,0.0236883,0.1866922,4.608741e-05,4.981036e-09,0.1566338,0.006148978,0.05808142,0.02863044,3.266373e-07,0.03125239,0.300077,0.06855482,0.4038471,0.8508753,0.8882032,0.7923523,0.9311834,0.0001967466,0.3281241,0.01258003,0.2883442,2.252341e-07,1.091904e-12,0.005248787,1.277713e-05,0.07174129,2.166957e-05,7.523958e-08,0.6092931,0.5094117,0.06649617,0.6753391,2.844367e-05,0.553448,0.1274763,9.536543e-05,0.9653672,0.08831577,0.6723136,0,0.007162047,0.2794098,0.09833093,0.01501555,0.01236206,5.91947e-08,0.8011383,0.0003097146,2.073761e-06,0.0004687158,5.371248e-05,8.420001e-07,0.4834731,0.171063,0.3861947,0.1122021,0.4325455,0.385566,0.03583116,0.6201931,0.4479197,0.001638259,0.001783696,0.3761087,0.2417583,0.5910605,0.8073994,0.003985997,7.721892e-06,0.4359481,0.04446604,0.8579238,0.5702303,0.5449412,1.099121e-14,0.004757035,0.5264998,0.1690949,0.7531379,0.9597513,0.4276761,0.5288071,0.014503,0.06707711,0.0006938638,0.4191406,0.003061976,0.6998645,2.403691e-07
"32",0.1905646,0.05377805,0.1566885,0.003346356,0.258609,1.624394e-06,0.7603128,0.4406478,0.01526915,9.739016e-05,0.02572227,0.6221116,0.3348123,0.07336349,0.4364702,0.02870854,0.2017804,0.05786939,0.08655056,0.004959787,0.04935712,0.6851739,0.4307417,0.05050097,0.7269444,3.27537e-05,0.4929223,0.01678925,0.2066279,0.6005508,0.9145248,1,0.1479322,0.1349011,0.2097249,0.6156401,0.458697,0.05757881,0.6856982,0.0009662694,0.5067044,0.7147939,0.06244529,0.583528,0.6584856,0.1588247,0.008993185,0.7067042,0.4975904,0.808918,0.3165819,5.406386e-05,0.1022206,0.6497747,0.2453558,0.5372433,0.1927311,0.2854977,0.2024902,0.7242554,0.1725015,0.6888162,0.9719997,0.8522924,0.7285836,0.5019291,0.1335405,0.1888698,0.8618648,0.08002728,0.659531,0.7905722,0.5238231,0.009713725,0.1509309,0.4910406,0.82741,0.03254862,0.3970846,0.1233585,0.454338,0.5571851,0.3925749,0.05606139,0.4943208,0.53285,0.06760882,0.1965158,0.07065034,0.8342722,0.308215,0.2247655,0.7690718,0.3352012,0.0003077921,0.9094167,0.8465539,0.5419996,0.0005629518,0.04644302,0.01196352,0.7115405,0.06767962,0.007501199,0.02454939,0.05758041,0.5221822,0.6239939,0.201521,0.5594398,0.01145794,0.7625139,0.5982464,0.8894717,0.01204344,0.7108121,0.000593331,0.9746998,0.512145,0.9282766,0.08406904,0.3876002,0.007608913,0.131286,0.006984997,0.5428037,0.9512642,0.4862291,0.5569756,0.04046694
"33",0.9316368,0.8619194,0.6408992,0.4582409,0.07233301,0.9061711,0.2929906,0.1862137,0.4058535,0.1003733,0.007205123,0.0002340512,0.0870735,0.04643803,0.002624057,2.228239e-07,0.002289609,6.311855e-06,4.765304e-05,0.0007395521,0.02999345,0.3596348,0.977183,0.2015814,5.062069e-05,1.67655e-06,0.1010122,6.171821e-05,4.114715e-06,0.0003485068,0.0607301,0.3648715,1,0.004435882,0.004797302,0.2954952,0.02929317,0.0001759565,0.08167622,0.07424527,0.04917739,0.02187917,0.00787157,0.01156256,2.943967e-05,4.922612e-05,0.06864609,0.01501008,0.007502508,0.0002054539,0.0001586574,0.5743515,0.02604441,0.4110913,0.4306892,0.9031223,0.03665324,0.2738514,0.293184,0.5511427,0.1040203,0.08247408,0.03141287,0.02344407,0.7520164,0.0001229419,0.4083932,0.1999197,0.3572134,0.3450437,0.05947299,0.03645111,0.5321977,0.06232634,0.7472599,0.9860073,0.1444242,0.0002776645,0.09001292,0.03983127,0.2659142,0.02219401,0.3981277,0.01651765,2.741155e-06,0.03937701,0.08498832,0.3277636,0.04321031,0.000134635,0.2039751,0.01367107,0.0005156446,0.1701138,0.09133713,0.01650699,0.3008801,0.1278802,0.9635417,0.9299675,0.4264924,0.2984167,0.02129005,0.7395154,0.003907645,0.3721905,0.2018795,0.2351869,0.2941119,0.003803943,0.3193968,0.2506939,1.679053e-06,0.3259669,0.6462354,0.1169606,0.1204478,0.6002017,0.2339174,0.2022213,0.4642906,0.002064019,0.2439485,0.08249359,0.03827263,0.5620817,0.2904536,0.3728132,0.2574441,0.001776031
"34",0.6103621,0.3991932,0.5766977,0.8652915,0.05667762,0.5506685,0.03384515,0.04781756,0.001455814,0.1717901,0.0003063692,0.1920812,0.01295669,0.06393285,0.1196708,4.646132e-05,0.02256307,0.0004290571,6.209282e-06,0.003720431,0.1400934,0.8880404,0.03262498,0.5216587,0.2650018,0.0001246825,0.3654777,0.0007384332,0.01106381,3.748651e-05,0.4268216,0.102288,1.112396e-07,1,0.01026598,0.0004660679,0.01865439,0.006623103,0.001047245,0.02578094,0.005096427,0.005746893,0.0146189,0.06516626,0.007590764,0.6339879,0.9807734,0.006003294,0.2392147,0.07958053,0.0002154998,0.4823541,0.3068139,0.0904791,0.9250257,0.5259028,0.3339926,0.07532757,0.3891266,0.1652697,0.00580964,0.9345871,0.2917006,0.4313803,6.914354e-05,0.0007799339,0.009075931,0.008328843,0.00106271,0.02589779,0.8491985,0.050001,0.1180054,0.002224537,0.1642251,0.6374719,0.01588119,0.04790721,0.002899765,0.2958608,0.02422604,0.2536496,7.393614e-08,0.01531278,0.4417654,0.08270427,0.0002971666,0.005628644,0.002074752,0.008145737,0.8958767,0.01566064,6.729732e-07,0.2053394,0.1353855,0.1539978,0.06403653,0.08012773,0.9234392,0.8752189,0.5404706,0.3202256,0.5331858,0.4486967,0.5075893,0.01939876,0.46338,0.05092385,0.0194856,0.0005335712,0.1367214,0.3213216,0.02860503,0.004094797,0.01976236,0.1065522,0.936056,0.632972,0.6761038,0.422584,0.3292456,0.08049275,0.0381089,0.1045925,0.4110479,0.4353432,0.4497138,0.06695334,0.06724124,0.1720287
"35",0.727126,0.01555956,0.1109715,0.1099099,0.2685317,0.4207086,0.2930243,0.5781774,0.9765953,0.006858294,0.004432591,0.2953804,7.584534e-08,0.01940925,0.6666113,0.01224033,1.740947e-05,1.118699e-05,0.02704705,0.0001534018,0.0004572077,0.06599742,0.02174039,0.1500668,0.01071034,0.003912654,0.2276812,5.70408e-07,5.410636e-08,1.930423e-05,8.467509e-09,0.574229,3.572086e-06,0.02826047,1,0.0004114299,0.3235875,0.0003146732,2.658096e-12,0.04166472,0.02859838,5.832397e-09,0.1307864,0.08576738,2.181355e-11,8.704149e-13,0.3793363,0.00583978,0.005658969,2.972146e-07,0.00109122,0.342445,0.4841072,0.8090815,0.6627349,0.3503516,0.650642,0.2273378,0.05550359,0.1249769,7.181724e-06,0.4689618,2.352908e-07,7.07806e-11,7.294116e-06,1.413314e-12,0.08776319,2.956452e-05,9.464346e-09,0.1056583,0.3797875,0.007473551,0.1558329,6.301434e-09,0.4649309,0.5155931,0.4701074,0.2224104,0.4168274,0.02984476,2.350757e-09,0.0002085526,0.1630304,0.0006444785,0.002125425,0.8649123,0.0002164106,0.0001146211,0.3137867,3.257906e-07,0.02590859,2.455501e-06,2.43881e-07,0.3413894,0.7247602,0.5932925,0.9443474,0.8634159,0.08828343,0.5759407,0.3255877,0.67486,0.1850172,0.3902983,0.328419,0.07972447,0.167051,0.5539073,5.567332e-09,3.695715e-07,0.07715538,0.0001182205,0.06226575,0.9448444,0.2061732,5.450247e-07,0.1102028,0.6325163,0.7080112,0.3282017,0.7539471,0.4065363,0.1914849,0.0004613646,0.01117708,0.1248334,0.7195024,0.1361228,0.5516447,0.02518336
"36",0.1105705,0.9663911,0.09640984,0.2695984,0.1419796,0.7394078,0.04052726,0.08510051,0.2634663,0.9669203,0.8435933,0.0619045,0.01602271,0.1101043,0.2396541,0.2227654,0.001494343,0.3385448,0.1201163,0.4774307,0.01500994,0.2683139,0.1668932,0.3670908,0.03924391,0.3974838,0.421326,0.8423226,0.1074448,0.9668752,0.2360854,0.002249352,0.3809394,0.003430073,0.07368968,1,0.4369844,0.808649,0.7936849,0.9070781,0.164489,0.02379256,0.3865104,0.1227983,0.3043067,0.1429906,0.34551,0.05766907,0.8940981,0.4742567,0.6566318,0.6606664,0.4603269,0.1481427,0.6562221,0.4434215,0.1820531,0.8628256,0.001085409,0.6658457,0.07486618,0.4547168,0.01308693,0.001866919,0.001313827,0.0001613603,0.3899104,0.003142756,0.0001362637,0.6520618,0.3114419,0.2721438,0.8238288,0.2538286,0.01963536,0.5547254,0.1524826,0.0002257175,0.169931,0.2394,0.2824175,4.607641e-06,0.723909,0.08693009,0.3377329,0.242787,0.0002884585,0.06016691,0.03038392,1.398756e-05,0.6201845,0.01248346,0.004976399,0.274221,0.1517992,0.4263318,0.4030485,0.4463567,0.2260267,0.6075285,0.1891952,0.1961379,0.04113787,0.3443917,0.4344209,0.3142008,0.02824403,0.01817736,0.02092247,0.07468855,0.6613636,0.07701876,0.1739207,0.01238976,0.1469668,0.01331747,5.495604e-14,0.6594976,0.3399924,0.06789435,0.3354639,0.1468913,0.4693345,0.4433967,0.06412572,0.1720767,0.508387,0.9065182,0.0716137,0.09491426
"37",0.0505503,0.2113713,0.1465306,0.9941229,0.7765714,0.01772477,0.1929323,0.3236209,0.3976173,0.7581449,0.9031044,0.4343287,0.1017036,0.2091781,0.2880436,0.04533307,0.01913623,0.01938106,0.01337784,0.05232989,0.01496689,0.08984662,0.00295592,0.6410277,0.009909028,0.00951595,0.003498605,0.0001359212,0.1116509,0.07040327,0.5511267,0.2972326,0.01703461,0.05391709,0.002776283,0.1743392,1,0.421681,0.002181891,0.1040028,0.0448878,0.1701603,0.0010265,0.799694,0.02556755,0.7400769,0.1728189,0.6048447,0.5725752,0.04350558,0.01728247,0.742981,0.9361749,0.7873312,0.6278847,0.4743846,0.9048074,0.4318264,0.7570768,0.1590663,0.5577197,0.4609472,0.07990685,0.05156955,1.304198e-05,0.09530787,0.1589453,0.150217,0.511594,0.04884552,0.5957371,0.113576,0.5719662,0.06603626,0.429321,0.5890342,0.8027742,0.3880101,0.07400484,0.231101,0.01689121,0.169742,0.3323945,0.1808589,0.8169317,0.02171051,0.06268621,0.07508649,0.6476729,0.4133548,0.87561,0.1122026,0.004795595,0.1618592,0.073826,0.7755238,0.4984732,0.06249025,0.8448508,0.5784576,0.3291007,0.8488383,0.5550368,0.01741918,0.6663935,0.4524978,0.4540547,0.4847391,0.0003216029,0.08739608,0.02880051,0.6155822,0.03695315,0.1236206,0.1327442,0.1166608,0.01742969,0.2206661,0.6873901,0.91047,0.1679566,0.8915554,0.705254,0.02172878,0.4086152,0.02997916,0.2610429,0.02625741,0.496412,0.7551675
"38",0.1288064,0.002256574,1.882473e-07,0.05305889,0.1281962,0.400706,0.2503322,0.4091019,0.043389,0.0469893,0.2476645,0.8206656,0.1837313,0.2477999,0.1657838,0.3763229,0.3742054,0.06522131,0.1092285,0.05477039,0.002974552,0.1585539,0.1630704,0.001286156,0.008341149,0.0613175,3.861087e-06,0.2685287,0.02848129,0.008521633,0.00165599,0.1943569,0.006050367,0.002995719,0.1479724,0.7131385,0.647546,1,0.05154013,0.08808004,0.2480561,0.008946576,0.2288989,0.1440893,0.5642709,0.7564566,0.6968756,0.02400664,0.05771217,0.2304405,0.1356583,0.3321493,0.8005381,0.1000437,0.9635302,0.2400594,0.1645989,0.01804546,0.3513893,0.5099667,0.00168982,0.7453633,0.008290226,0.1326039,0.001128115,0.005061276,0.5776003,0.743847,0.0003878013,0.206913,0.8204072,0.7269514,0.81299,2.256465e-05,0.4428413,0.7068946,0.3096282,0.3397652,0.1377743,0.8755061,0.1931292,0.02616684,0.2757929,0.3853657,0.05126128,0.6840472,0.02985989,0.2246071,0.006233052,0.05130986,2.751377e-05,0.01910677,3.1896e-05,0.5555926,0.5704824,0.647386,0.7043266,0.6719936,0.5867419,0.08514065,0.2218541,0.986176,0.009684407,0.1120645,0.3674786,0.1266006,0.4145123,0.566513,0.01277618,0.007709442,0.1704994,0.364233,0.2575801,0.1192788,0.197069,0.002938826,3.343197e-08,0.6079753,0.6676828,0.131202,0.5300585,0.4907367,0.7131677,0.05739651,0.1542236,0.5849346,0.9894577,0.3078748,0.3158988,0.6346896
"39",0.05820659,0.4543848,0.4354707,0.2288368,0.1113411,0.03500347,0.5983563,0.4643826,0.2936987,6.078074e-05,0.08546202,0.0581474,1.122221e-08,0.0008742965,0.1357575,1.530001e-09,4.13661e-05,5.276134e-08,0.0002050581,0.02640855,0.007940441,0.7141901,0.08989216,0.1058297,0.04741726,0.0360695,0.7170699,0.03193088,3.240883e-06,5.903292e-09,1.205918e-05,0.3376573,5.514261e-10,0.001981866,3.411071e-11,0.0002776966,0.5269889,0.05755676,1,0.1581917,0.2449011,0.0004178475,0.007858064,0.01957016,2.943377e-08,0,0.6712416,0.7612066,0.008028387,1.153855e-12,0.0001031634,0.925806,0.1698576,0.3710401,0.09942108,0.6428226,0.2464701,0.4485541,0.04937462,0.1797033,0.1090125,0.8125659,1.70788e-05,0.0001064304,0.06822532,7.62789e-07,0.06410507,0.0001391741,1.542255e-06,0.02478817,0.1134554,6.093227e-05,0.1337239,1.082464e-05,0.9531886,0.004355128,0.7094499,0.7740243,0.1498996,0.424466,7.501545e-05,0.0004696367,0.0008326288,0.09409725,0.04625876,0.006065653,9.201639e-12,0.04200002,2.108583e-06,0.0004494369,0.0392271,2.511279e-09,6.969059e-09,0.6418887,0.3798547,0.3067494,0.7655701,0.3068619,0.2419249,0.7449994,0.1294124,0.008661137,0.000337118,0.6732231,0.09667365,0.01154069,0.5379872,0.02847921,1.674324e-10,0.0002192663,0.01266301,0.08322477,0.01479359,0.1315216,0.001336408,2.956929e-07,0.0314398,0.4376937,0.6111066,0.9499598,0.3137113,0.5641157,0.4086546,0.3969581,0.4048617,0.06359977,0.9030466,0.04009217,0.9662344,0.005238259
"40",0.6393098,0.2715637,0.1289092,0.6350349,0.462607,0.434323,0.1282446,0.1324455,0.01167932,0.2496457,0.8852906,0.9919144,0.3408704,0.4582004,0.3492575,0.1086647,0.02181764,7.901225e-06,0.06037407,0.4792515,0.3655291,0.1464864,0.45763,0.07387086,0.02609309,0.06456868,0.8225699,0.1003893,0.003103289,0.02502364,0.262824,0.02521351,0.6151642,0.3165302,0.4362323,0.02557084,0.7342416,0.0016159,0.4693093,1,0.1900838,0.04398503,0.06705462,0.3632975,0.0003505637,0.7227405,0.9980874,0.282205,0.6779924,0.0007808618,0.1620426,0.5314763,0.250369,0.03928834,0.8322901,0.02197774,0.6538489,0.6263974,0.0275581,0.1356121,0.003308343,0.06966094,0.1230281,0.08821284,0.06373252,0.03411191,0.6814267,0.02093751,0.1916437,0.5078994,0.4108373,0.861479,0.2958452,0.3233189,0.5069569,0.7261852,0.09209318,0.3635409,0.1667266,0.3640875,0.2861903,0.2529822,0.8795164,0.4174138,1.120254e-07,0.3173001,0.5996438,0.7857032,0.4373565,0.1089976,0.4503555,0.00198137,0.4396683,0.2663289,0.4559366,0.5426664,0.1196085,0.929282,0.1665812,0.7992812,0.1281295,0.2215398,0.1534921,0.01460464,0.7198952,0.4388946,0.04301078,0.208506,0.04512915,0.05778996,0.6596305,0.004181197,0.5927915,0.264099,0.3680998,0.003244643,0.08635047,0.6308294,0.9463761,0.8999454,0.5702433,0.6615673,0.3454416,0.8574427,0.1053128,0.4934341,0.2985295,0.2879339,0.8109196,5.310589e-07
"41",0.5684726,0.78104,0.1661801,0.8818613,0.5175559,0.1460553,0.5299873,0.1606993,0.04769483,0.008634061,0.2755921,0.9919764,0.3201943,0.1556179,0.50374,0.1200754,0.5430156,0.01814578,0.08903791,0.08698058,0.2077114,0.4374205,0.1763111,0.0001610735,0.1836426,0.491307,0.5005578,0.007246761,0.06022826,0.3274032,0.01869389,0.3694827,0.07977143,0.04916146,0.02304666,0.6549692,0.5995108,0.2626673,0.2223379,0.4332728,1,0.1110764,0.604475,0.4903357,0.1225004,0.02090127,0.09506573,0.004988068,0.2889732,0.1454338,0.09295334,0.01025285,0.006967833,0.7657256,0.2075413,0.6112648,0.4971248,0.8872204,0.135554,0.4334248,0.09966992,0.3174853,0.02588668,0.006416312,0.01532633,9.100494e-06,0.3545031,0.2259844,0.3695266,0.09817095,0.2137316,0.3735662,0.03298124,0.08131133,0.4014234,0.4254161,0.3201979,0.1526647,0.9363166,0.694597,0.09856669,0.421483,0.2295318,0.1074411,0.08065523,0.2388649,0.05896045,0.7536254,0.02244141,0.4150017,0.3379285,0.1169066,0.004236189,0.624328,0.3665792,0.8292399,0.7109701,0.6604066,0.6897739,0.9421663,0.9738669,0.8923787,0.2872596,0.02147621,0.03413135,0.2226478,0.9023654,0.07541139,0.6226624,0.00225108,0.4049902,0.002932078,0.5147464,0.2687309,0.9133911,0.04378939,0.2167223,0.04463924,0.8041197,0.2271407,0.2400689,0.9557145,0.7697724,0.1371485,0.2366986,0.1162178,0.2617226,0.5589359,0.8238162,0.4137251
"42",0.009008903,0.08851298,0.01049698,0.04789119,0.1498595,0.1895942,0.1211679,0.4678994,0.5979116,6.527467e-10,0.1482698,9.818813e-05,0.001422859,0.2848205,0.001129242,6.145914e-05,6.889836e-08,5.637224e-11,0.0001473991,9.619995e-05,4.492839e-11,0.549083,0.1057399,0.007788429,0.0003614284,8.104628e-15,0.004279326,0.01548306,0.160518,0.00182157,0.001806629,0.01656789,1.332268e-15,0.0007027068,3.914943e-08,0.02403396,0.0002658257,3.950459e-09,0.0001504456,0.3583325,5.025776e-05,1,8.66085e-13,2.580234e-05,4.585221e-14,0.01998037,0.1694346,0.04508102,0.02038084,0.0002019636,6.743012e-05,0.89565,0.7045517,0.007771768,0.1664074,0.3034543,4.194445e-06,0.210536,0.0007962886,0.4795844,2.57491e-06,0.04560795,4.744989e-08,2.512471e-05,0.001286421,2.401629e-08,7.21434e-12,0.0002411414,9.547918e-15,0.7555805,0.142211,0.1359808,0.1915871,5.624535e-05,0.5641633,0.6173936,0.006922864,5.551115e-16,0.5987207,4.341064e-06,0.05222106,0.00486426,6.491156e-05,0.1745112,0.006577513,0.3974166,1.322165e-12,0.1252559,0.00556383,4.268672e-07,0.2774036,0.00120607,9.019314e-06,0.003109853,0.2640823,0.3569118,0.5303215,0.5963403,0.6838624,0.6362779,0.09243076,0.0065581,0.002214287,1.548477e-05,0.270791,0.2084416,0.182156,0.3986877,0.001325669,1.734436e-05,0.0001562038,0.0554291,0.3937907,0.441362,0.02318442,0.002012125,0.1109737,0.2183292,0.93224,0.5134332,0.1128056,0.5003049,0.6285886,0.1161594,0.009554109,0.009072448,0.8396592,3.90789e-06,0.1601188,2.194248e-06
